Frekuensi,Z-M1,Fase,Kategori
500,3492.663,-5.48,diabetes
550,3477.968,-6.778,diabetes
600,3456.851,-7.137,diabetes
650,3447.795,-7.439,diabetes
700,3442.953,-7.701,diabetes
750,3442.953,-7.866,diabetes
800,3430.074,-8.035,diabetes
850,3423.652,-8.232,diabetes
900,3421.087,-8.326,diabetes
950,3416.603,-8.501,diabetes
1000,3412.443,-8.517,diabetes
1500,3386.644,-9.162,diabetes
2000,3375.873,-9.444,diabetes
2500,3365.136,-9.328,diabetes
3000,3358.207,-9.103,diabetes
3500,3355.691,-9.205,diabetes
4000,3357.893,-9.49,diabetes
4500,3355.377,-9.456,diabetes
5000,3355.062,-9.278,diabetes
5500,3349.723,-8.965,diabetes
6000,3352.235,-9.367,diabetes
6500,3351.607,-9.372,diabetes
7000,3351.292,-9.319,diabetes
7500,3350.036,-9.271,diabetes
8000,3344.705,-9.097,diabetes
8500,3349.409,-9.211,diabetes
9000,3354.434,-8.994,diabetes
9500,3356.32,-8.961,diabetes
10000,3356.634,-8.674,diabetes
15000,3343.452,-7.914,diabetes
20000,3337.817,-6.851,diabetes
25000,3329.073,-5.629,diabetes
30000,3317.242,-3.749,diabetes
35000,3312.272,-1.853,diabetes
40000,3301.12,0.16,diabetes
45000,3302.357,2.213,diabetes
50000,3294.013,4.271,diabetes
55000,3285.075,6.508,diabetes
60000,3273.4,8.76,diabetes
65000,3260.239,10.959,diabetes
70000,3244.394,13.068,diabetes
75000,3227.718,15.345,diabetes
80000,3213.536,17.583,diabetes
85000,3194.324,19.73,diabetes
90000,3182.375,21.869,diabetes
95000,3164.832,24.11,diabetes
100000,3151.516,26.236,diabetes
100,4383.234,11.747,diabetes
150,4116.926,5.607,diabetes
200,3978.889,1.412,diabetes
250,3913.816,-1.399,diabetes
300,3855.943,-3.345,diabetes
350,3818.911,-4.801,diabetes
400,3795.369,-5.748,diabetes
450,3769.499,-6.617,diabetes
500,3754.695,-7.211,diabetes
550,3739.598,-7.736,diabetes
600,3731.199,-8.13,diabetes
650,3722.121,-8.432,diabetes
700,3706.808,-8.739,diabetes
750,3696.404,-8.978,diabetes
800,3691.212,-9.187,diabetes
850,3687.756,-9.342,diabetes
900,3682.922,-9.463,diabetes
950,3678.439,-9.539,diabetes
1000,3680.507,-9.687,diabetes
1500,3658.846,-10.312,diabetes
2000,3651.654,-10.627,diabetes
2500,3643.111,-10.629,diabetes
3000,3638.336,-10.731,diabetes
3500,3635.269,-10.781,diabetes
4000,3634.928,-10.766,diabetes
4500,3632.886,-10.758,diabetes
5000,3623.368,-10.725,diabetes
5500,3627.104,-10.724,diabetes
6000,3622.01,-10.695,diabetes
6500,3626.764,-10.666,diabetes
7000,3625.065,-10.634,diabetes
7500,3627.104,-10.619,diabetes
8000,3626.764,-10.571,diabetes
8500,3618.279,-10.444,diabetes
9000,3626.764,-10.344,diabetes
9500,3621.671,-10.315,diabetes
10000,3613.536,-10.261,diabetes
15000,3600.694,-9.369,diabetes
20000,3587.225,-8.238,diabetes
25000,3562.773,-6.788,diabetes
30000,3557.103,-5.126,diabetes
35000,3543.133,-3.219,diabetes
40000,3531.864,-1.235,diabetes
45000,3503.192,0.783,diabetes
50000,3488.126,2.955,diabetes
55000,3467.923,5.12,diabetes
60000,3441.059,7.338,diabetes
65000,3417.925,9.562,diabetes
70000,3404.501,11.751,diabetes
75000,3385.099,13.955,diabetes
80000,3367.7,16.102,diabetes
85000,3340.674,18.265,diabetes
90000,3311.692,20.404,diabetes
95000,3283.884,22.588,diabetes
100000,3262.111,24.835,diabetes
100,4298.641,12.32,diabetes
150,3990.088,5.504,diabetes
200,3809.263,1.245,diabetes
250,3700.215,-1.451,diabetes
300,3628.124,-3.34,diabetes
350,3561.105,-4.793,diabetes
400,3526.243,-5.762,diabetes
450,3483.228,-6.586,diabetes
500,3460.458,-7.187,diabetes
550,3432.687,-7.709,diabetes
600,3418.565,-8.117,diabetes
650,3405.458,-8.399,diabetes
700,3400.357,-8.727,diabetes
750,3396.218,-8.93,diabetes
800,3390.177,-9.083,diabetes
850,3382.246,-9.237,diabetes
900,3374.333,-9.405,diabetes
950,3367.069,-9.55,diabetes
1000,3359.507,-9.557,diabetes
1500,3300.231,-10.234,diabetes
2000,3273.746,-10.497,diabetes
2500,3248.996,-10.525,diabetes
3000,3238.662,-10.561,diabetes
3500,3235.629,-10.665,diabetes
4000,3235.932,-10.843,diabetes
4500,3231.993,-10.618,diabetes
5000,3209.964,-10.842,diabetes
5500,3206.357,-10.417,diabetes
6000,3197.357,-10.577,diabetes
6500,3192.867,-10.769,diabetes
7000,3201.554,-10.488,diabetes
7500,3190.474,-10.486,diabetes
8000,3198.256,-10.362,diabetes
8500,3187.486,-10.39,diabetes
9000,3184.203,-10.107,diabetes
9500,3177.646,-10.247,diabetes
10000,3186.889,-10.093,diabetes
15000,3172.292,-9.527,diabetes
20000,3164.277,-8.16,diabetes
25000,3156.578,-6.807,diabetes
30000,3148.898,-5.026,diabetes
35000,3135.944,-3.143,diabetes
40000,3126.849,-1.201,diabetes
45000,3103.499,0.774,diabetes
50000,3085.524,2.965,diabetes
55000,3066.215,5.12,diabetes
60000,3053.315,7.338,diabetes
65000,3049.312,9.574,diabetes
70000,3036.199,11.711,diabetes
75000,3017.482,13.93,diabetes
80000,3010.986,16.036,diabetes
85000,2998.318,18.273,diabetes
90000,2976.207,20.414,diabetes
95000,2960.355,22.638,diabetes
100000,2949.558,24.817,diabetes
100,4319.23,12.516,diabetes
150,3999.445,5.566,diabetes
200,3832.173,1.255,diabetes
250,3720.378,-1.465,diabetes
300,3650.286,-3.23,diabetes
350,3583.865,-4.75,diabetes
400,3538.82,-5.659,diabetes
450,3506.804,-6.605,diabetes
500,3480.292,-7.175,diabetes
550,3455.274,-7.671,diabetes
600,3429.794,-8.154,diabetes
650,3415.684,-8.487,diabetes
700,3408.97,-8.799,diabetes
750,3407.054,-9,diabetes
800,3397.809,-9.203,diabetes
850,3385.733,-9.292,diabetes
900,3376.863,-9.506,diabetes
950,3367.7,-9.622,diabetes
1000,3363.916,-9.687,diabetes
1500,3309.831,-10.304,diabetes
2000,3287.886,-10.571,diabetes
2500,3262.723,-10.636,diabetes
3000,3249.3,-10.776,diabetes
3500,3250.823,-10.84,diabetes
4000,3238.662,-11.07,diabetes
4500,3223.526,-10.748,diabetes
5000,3218.697,-10.924,diabetes
5500,3215.08,-10.663,diabetes
6000,3204.254,-10.977,diabetes
6500,3193.465,-10.924,diabetes
7000,3197.057,-10.678,diabetes
7500,3191.969,-10.727,diabetes
8000,3196.159,-10.476,diabetes
8500,3190.474,-10.614,diabetes
9000,3183.01,-10.41,diabetes
9500,3190.474,-10.439,diabetes
10000,3184.501,-10.338,diabetes
15000,3174.671,-9.52,diabetes
20000,3161.906,-8.16,diabetes
25000,3151.259,-6.851,diabetes
30000,3142.709,-5.073,diabetes
35000,3133.301,-3.176,diabetes
40000,3111.36,-1.206,diabetes
45000,3085.235,0.79,diabetes
50000,3067.077,2.902,diabetes
55000,3058.182,5.16,diabetes
60000,3044.174,7.379,diabetes
65000,3029.095,9.564,diabetes
70000,3016.634,11.751,diabetes
75000,3008.73,13.919,diabetes
80000,2990.182,16.099,diabetes
85000,2969.801,18.275,diabetes
90000,2961.188,20.419,diabetes
95000,2937.148,22.611,diabetes
100000,2929.179,24.871,diabetes
100,4303.88,12.271,diabetes
150,3991.21,5.538,diabetes
200,3827.508,1.339,diabetes
250,3712.717,-1.493,diabetes
300,3645.16,-3.397,diabetes
350,3595.637,-4.822,diabetes
400,3551.775,-5.698,diabetes
450,3525.252,-6.654,diabetes
500,3502.536,-7.231,diabetes
550,3478.01,-7.758,diabetes
600,3452.362,-8.204,diabetes
650,3434.296,-8.502,diabetes
700,3421.769,-8.787,diabetes
750,3408.331,-9.031,diabetes
800,3403.544,-9.174,diabetes
850,3403.225,-9.336,diabetes
900,3394.309,-9.421,diabetes
950,3390.177,-9.553,diabetes
1000,3385.733,-9.656,diabetes
1500,3329.425,-10.312,diabetes
2000,3293.436,-10.612,diabetes
2500,3280.501,-10.729,diabetes
3000,3271.906,-10.782,diabetes
3500,3263.64,-10.955,diabetes
4000,3257.53,-11.054,diabetes
4500,3243.217,-10.921,diabetes
5000,3249.909,-10.914,diabetes
5500,3239.269,-10.811,diabetes
6000,3238.662,-10.711,diabetes
6500,3228.059,-11.021,diabetes
7000,3228.967,-10.831,diabetes
7500,3222.922,-10.869,diabetes
8000,3222.016,-10.78,diabetes
8500,3221.111,-10.686,diabetes
9000,3214.478,-10.429,diabetes
9500,3213.876,-10.58,diabetes
10000,3208.46,-10.378,diabetes
15000,3185.994,-9.468,diabetes
20000,3171.103,-8.231,diabetes
25000,3164.277,-6.901,diabetes
30000,3160.721,-5.065,diabetes
35000,3141.237,-3.188,diabetes
40000,3134.475,-1.25,diabetes
45000,3121.58,0.783,diabetes
50000,3099.141,2.918,diabetes
55000,3084.656,5.183,diabetes
60000,3065.928,7.345,diabetes
65000,3051.599,9.61,diabetes
70000,3037.337,11.748,diabetes
75000,3016.634,14.018,diabetes
80000,3000.285,16.122,diabetes
85000,2984.305,18.26,diabetes
90000,2961.465,20.435,diabetes
95000,2941.279,22.676,diabetes
100000,2934.673,24.84,diabetes
100,4294.615,12.08,diabetes
150,3996.074,5.448,diabetes
200,3824.999,1.185,diabetes
250,3711.326,-1.535,diabetes
300,3654.393,-3.404,diabetes
350,3601.368,-4.842,diabetes
400,3543.797,-5.781,diabetes
450,3511.736,-6.586,diabetes
500,3490.742,-7.187,diabetes
550,3469.548,-7.744,diabetes
600,3441.704,-8.196,diabetes
650,3419.206,-8.469,diabetes
700,3411.845,-8.793,diabetes
750,3401.313,-9.038,diabetes
800,3394.309,-9.183,diabetes
850,3390.813,-9.333,diabetes
900,3384.465,-9.479,diabetes
950,3375.914,-9.632,diabetes
1000,3367.069,-9.729,diabetes
1500,3310.761,-10.347,diabetes
2000,3285.73,-10.588,diabetes
2500,3271.906,-10.677,diabetes
3000,3256.31,-10.763,diabetes
3500,3245.345,-10.787,diabetes
4000,3240.18,-10.968,diabetes
4500,3235.326,-10.758,diabetes
5000,3233.205,-10.907,diabetes
5500,3220.507,-10.811,diabetes
6000,3215.382,-10.904,diabetes
6500,3212.069,-11.021,diabetes
7000,3211.167,-10.793,diabetes
7500,3202.454,-10.787,diabetes
8000,3200.654,-10.671,diabetes
8500,3195.859,-10.811,diabetes
9000,3191.67,-10.532,diabetes
9500,3189.578,-10.482,diabetes
10000,3186.889,-10.39,diabetes
15000,3175.265,-9.52,diabetes
20000,3167.837,-8.133,diabetes
25000,3159.833,-6.882,diabetes
30000,3150.079,-5.108,diabetes
35000,3137.119,-3.244,diabetes
40000,3123.92,-1.186,diabetes
45000,3104.663,0.77,diabetes
50000,3080.324,2.973,diabetes
55000,3062.77,5.18,diabetes
60000,3055.032,7.397,diabetes
65000,3034.777,9.695,diabetes
70000,3021.159,11.754,diabetes
75000,3012.962,14.031,diabetes
80000,2992.705,16.16,diabetes
85000,2970.914,18.315,diabetes
90000,2959.801,20.404,diabetes
95000,2939.901,22.673,diabetes
100000,2936.323,24.885,diabetes
100,4335.042,11.74,diabetes
150,4028.026,5.416,diabetes
200,3866.434,1.159,diabetes
250,3764.91,-1.559,diabetes
300,3682.577,-3.434,diabetes
350,3630.844,-4.847,diabetes
400,3588.905,-5.784,diabetes
450,3549.446,-6.631,diabetes
500,3533.85,-7.227,diabetes
550,3505.162,-7.773,diabetes
600,3485.186,-8.198,diabetes
650,3471.499,-8.545,diabetes
700,3454.303,-8.799,diabetes
750,3442.027,-9.047,diabetes
800,3432.044,-9.235,diabetes
850,3417.604,-9.388,diabetes
900,3412.485,-9.493,diabetes
950,3405.777,-9.598,diabetes
1000,3400.357,-9.687,diabetes
1500,3369.594,-10.324,diabetes
2000,3343.492,-10.644,diabetes
2500,3321.324,-10.677,diabetes
3000,3310.761,-10.744,diabetes
3500,3296.523,-10.852,diabetes
4000,3301.468,-11,diabetes
4500,3286.346,-10.812,diabetes
5000,3284.499,-10.852,diabetes
5500,3278.658,-10.766,diabetes
6000,3271.906,-10.816,diabetes
6500,3277.122,-10.911,diabetes
7000,3268.842,-10.793,diabetes
7500,3269.455,-10.875,diabetes
8000,3272.213,-10.665,diabetes
8500,3265.475,-10.614,diabetes
9000,3271.293,-10.447,diabetes
9500,3265.475,-10.366,diabetes
10000,3258.446,-10.309,diabetes
15000,3246.257,-9.456,diabetes
20000,3235.326,-8.073,diabetes
25000,3220.205,-6.854,diabetes
30000,3203.654,-5.122,diabetes
35000,3186.292,-3.188,diabetes
40000,3168.727,-1.161,diabetes
45000,3166.056,0.828,diabetes
50000,3159.241,2.944,diabetes
55000,3152.145,5.18,diabetes
60000,3135.65,7.392,diabetes
65000,3114.568,9.642,diabetes
70000,3094.209,11.802,diabetes
75000,3076.863,14.016,diabetes
80000,3057.036,16.145,diabetes
85000,3043.034,18.371,diabetes
90000,3023.424,20.454,diabetes
95000,3002.254,22.687,diabetes
100000,2987.102,24.925,diabetes
100,4364.384,11.62,diabetes
150,4076.241,5.142,diabetes
200,3908.319,0.943,diabetes
250,3808.192,-1.804,diabetes
300,3726.657,-3.493,diabetes
350,3674.649,-4.932,diabetes
400,3643.453,-5.865,diabetes
450,3611.844,-6.652,diabetes
500,3592.606,-7.299,diabetes
550,3567.784,-7.736,diabetes
600,3554.771,-8.219,diabetes
650,3540.81,-8.61,diabetes
700,3524.592,-8.905,diabetes
750,3520.961,-9.016,diabetes
800,3503.52,-9.228,diabetes
850,3492.705,-9.379,diabetes
900,3486.166,-9.533,diabetes
950,3476.707,-9.532,diabetes
1000,3465.325,-9.648,diabetes
1500,3416.324,-10.287,diabetes
2000,3401.632,-10.526,diabetes
2500,3391.448,-10.62,diabetes
3000,3380.345,-10.651,diabetes
3500,3377.812,-10.665,diabetes
4000,3370.857,-10.782,diabetes
4500,3363.286,-10.608,diabetes
5000,3361.711,-10.702,diabetes
5500,3351.019,-10.536,diabetes
6000,3345.686,-10.623,diabetes
6500,3345.059,-10.643,diabetes
7000,3342.239,-10.572,diabetes
7500,3344.432,-10.486,diabetes
8000,3342.552,-10.515,diabetes
8500,3336.92,-10.562,diabetes
9000,3343.179,-10.294,diabetes
9500,3342.552,-10.371,diabetes
10000,3334.42,-10.203,diabetes
15000,3324.126,-9.448,diabetes
20000,3309.52,-8.09,diabetes
25000,3301.778,-6.829,diabetes
30000,3283.884,-5.014,diabetes
35000,3273.133,-3.1,diabetes
40000,3257.53,-1.104,diabetes
45000,3233.508,0.887,diabetes
50000,3214.779,3.029,diabetes
55000,3200.954,5.24,diabetes
60000,3178.837,7.475,diabetes
65000,3165.76,9.695,diabetes
70000,3160.129,11.909,diabetes
75000,3151.259,14.133,diabetes
80000,3137.707,16.302,diabetes
85000,3119.241,18.467,diabetes
90000,3097.689,20.626,diabetes
95000,3069.089,22.802,diabetes
100000,3058.468,25.049,diabetes
100,4415.384,11.834,diabetes
150,4132.383,5.19,diabetes
200,3951.768,1.136,diabetes
250,3850.889,-1.734,diabetes
300,3778.339,-3.549,diabetes
350,3721.772,-4.951,diabetes
400,3683.612,-5.85,diabetes
450,3656.79,-6.773,diabetes
500,3637.995,-7.305,diabetes
550,3618.957,-7.821,diabetes
600,3591.596,-8.219,diabetes
650,3561.772,-8.597,diabetes
700,3556.437,-8.771,diabetes
750,3544.793,-9.007,diabetes
800,3540.478,-9.215,diabetes
850,3523.601,-9.267,diabetes
900,3517.664,-9.414,diabetes
950,3510.749,-9.502,diabetes
1000,3503.849,-9.637,diabetes
1500,3453.009,-10.183,diabetes
2000,3425.94,-10.461,diabetes
2500,3412.485,-10.473,diabetes
3000,3401.313,-10.452,diabetes
3500,3397.491,-10.491,diabetes
4000,3394.309,-10.773,diabetes
4500,3395.9,-10.414,diabetes
5000,3394.627,-10.637,diabetes
5500,3390.177,-10.472,diabetes
6000,3382.563,-10.672,diabetes
6500,3386.051,-10.601,diabetes
7000,3382.246,-10.678,diabetes
7500,3379.078,-10.538,diabetes
8000,3376.863,-10.376,diabetes
8500,3378.762,-10.384,diabetes
9000,3372.752,-10.249,diabetes
9500,3370.857,-10.277,diabetes
10000,3375.914,-10.186,diabetes
15000,3355.732,-9.248,diabetes
20000,3335.982,-8.119,diabetes
25000,3317.903,-6.782,diabetes
30000,3304.873,-5.023,diabetes
35000,3294.053,-3.123,diabetes
40000,3275.28,-1.127,diabetes
45000,3262.111,0.903,diabetes
50000,3248.082,3.068,diabetes
55000,3225.943,5.261,diabetes
60000,3206.657,7.475,diabetes
65000,3188.681,9.74,diabetes
70000,3168.134,11.912,diabetes
75000,3161.906,14.148,diabetes
80000,3141.531,16.302,diabetes
85000,3124.213,18.457,diabetes
90000,3107.573,20.606,diabetes
95000,3080.324,22.827,diabetes
100000,3061.622,25.047,diabetes
100,4442.356,11.933,diabetes
150,4144.403,5.247,diabetes
200,3969.58,0.972,diabetes
250,3874.775,-1.771,diabetes
300,3803.557,-3.503,diabetes
350,3743.805,-5.06,diabetes
400,3689.829,-5.895,diabetes
450,3671.896,-6.793,diabetes
500,3654.393,-7.386,diabetes
550,3634.928,-7.823,diabetes
600,3620.653,-8.256,diabetes
650,3590.251,-8.56,diabetes
700,3576.15,-8.871,diabetes
750,3559.77,-9.042,diabetes
800,3545.125,-9.244,diabetes
850,3535.506,-9.356,diabetes
900,3528.557,-9.493,diabetes
950,3526.243,-9.488,diabetes
1000,3512.724,-9.707,diabetes
1500,3469.548,-10.242,diabetes
2000,3443.317,-10.552,diabetes
2500,3419.846,-10.456,diabetes
3000,3408.65,-10.574,diabetes
3500,3409.609,-10.686,diabetes
4000,3401.313,-10.789,diabetes
4500,3405.139,-10.688,diabetes
5000,3405.139,-10.732,diabetes
5500,3392.084,-10.401,diabetes
6000,3393.991,-10.551,diabetes
6500,3390.495,-10.753,diabetes
7000,3391.448,-10.444,diabetes
7500,3386.051,-10.538,diabetes
8000,3386.051,-10.506,diabetes
8500,3384.465,-10.457,diabetes
9000,3375.281,-10.268,diabetes
9500,3376.863,-10.346,diabetes
10000,3376.863,-10.085,diabetes
15000,3360.766,-9.335,diabetes
20000,3339.735,-8.07,diabetes
25000,3324.749,-6.807,diabetes
30000,3309.831,-5.059,diabetes
35000,3296.214,-3.12,diabetes
40000,3286.654,-1.064,diabetes
45000,3270.374,0.905,diabetes
50000,3252.346,3.055,diabetes
55000,3235.326,5.268,diabetes
60000,3217.19,7.503,diabetes
65000,3196.159,9.731,diabetes
70000,3174.373,11.907,diabetes
75000,3163.981,14.136,diabetes
80000,3149.488,16.323,diabetes
85000,3138.883,18.447,diabetes
90000,3120.995,20.591,diabetes
95000,3091.6,22.818,diabetes
100000,3063.918,25.054,diabetes
100,4439.86,12.042,diabetes
150,4160.744,5.224,diabetes
200,3975.535,0.747,diabetes
250,3875.501,-1.808,diabetes
300,3806.765,-3.598,diabetes
350,3753.64,-5.041,diabetes
400,3702.99,-6,diabetes
450,3676.027,-6.773,diabetes
500,3662.619,-7.351,diabetes
550,3636.291,-7.909,diabetes
600,3623.368,-8.327,diabetes
650,3608.123,-8.566,diabetes
700,3587.225,-8.905,diabetes
750,3582.858,-9.025,diabetes
800,3567.784,-9.235,diabetes
850,3555.437,-9.313,diabetes
900,3545.125,-9.519,diabetes
950,3541.805,-9.56,diabetes
1000,3532.857,-9.7,diabetes
1500,3490.742,-10.191,diabetes
2000,3463.377,-10.472,diabetes
2500,3444.93,-10.468,diabetes
3000,3434.939,-10.309,diabetes
3500,3428.509,-10.39,diabetes
4000,3420.167,-10.821,diabetes
4500,3423.052,-10.461,diabetes
5000,3409.928,-10.709,diabetes
5500,3410.567,-10.41,diabetes
6000,3407.054,-10.56,diabetes
6500,3406.416,-10.585,diabetes
7000,3404.82,-10.528,diabetes
7500,3403.225,-10.384,diabetes
8000,3401.313,-10.306,diabetes
8500,3405.458,-10.344,diabetes
9000,3401.95,-10.21,diabetes
9500,3402.269,-10.187,diabetes
10000,3399.083,-10.016,diabetes
15000,3388.59,-9.352,diabetes
20000,3378.129,-8.056,diabetes
25000,3365.808,-6.764,diabetes
30000,3349.135,-4.996,diabetes
35000,3325.684,-3.055,diabetes
40000,3307.351,-1.074,diabetes
45000,3294.979,0.892,diabetes
50000,3282.038,3.092,diabetes
55000,3262.417,5.297,diabetes
60000,3244.433,7.521,diabetes
65000,3231.085,9.757,diabetes
70000,3201.254,11.943,diabetes
75000,3181.519,14.182,diabetes
80000,3161.906,16.267,diabetes
85000,3153.622,18.485,diabetes
90000,3135.65,20.624,diabetes
95000,3115.444,22.855,diabetes
100000,3088.995,25.028,diabetes
100,4180.281,12.05,diabetes
150,4009.2,5.098,diabetes
200,3927.039,0.988,diabetes
250,3837.562,-1.857,diabetes
300,3814.62,-3.574,diabetes
350,3787.909,-5.074,diabetes
400,3770.559,-5.95,diabetes
450,3749.773,-6.823,diabetes
500,3737.497,-7.369,diabetes
550,3728.403,-7.925,diabetes
600,3715.153,-8.264,diabetes
650,3708.892,-8.627,diabetes
700,3709.587,-8.927,diabetes
750,3696.057,-9.171,diabetes
800,3695.365,-9.284,diabetes
850,3691.904,-9.415,diabetes
900,3681.887,-9.56,diabetes
950,3677.405,-9.625,diabetes
1000,3675.682,-9.717,diabetes
1500,3642.429,-10.342,diabetes
2000,3629.143,-10.552,diabetes
2500,3614.552,-10.7,diabetes
3000,3612.52,-10.479,diabetes
3500,3607.447,-10.751,diabetes
4000,3609.814,-10.83,diabetes
4500,3604.406,-10.64,diabetes
5000,3603.731,-10.82,diabetes
5500,3592.606,-10.559,diabetes
6000,3600.694,-10.639,diabetes
6500,3607.447,-10.721,diabetes
7000,3593.616,-10.678,diabetes
7500,3598.67,-10.604,diabetes
8000,3603.056,-10.406,diabetes
8500,3597.659,-10.403,diabetes
9000,3593.953,-10.273,diabetes
9500,3590.587,-10.333,diabetes
10000,3588.905,-10.239,diabetes
15000,3585.544,-9.398,diabetes
20000,3578.832,-8.077,diabetes
25000,3563.775,-6.836,diabetes
30000,3545.125,-5.02,diabetes
35000,3545.79,-3.12,diabetes
40000,3533.188,-1.123,diabetes
45000,3527.565,0.865,diabetes
50000,3519.312,3.042,diabetes
55000,3506.147,5.297,diabetes
60000,3497.617,7.524,diabetes
65000,3473.776,9.724,diabetes
70000,3447.19,11.948,diabetes
75000,3429.151,14.173,diabetes
80000,3420.487,16.305,diabetes
85000,3405.139,18.503,diabetes
90000,3383.197,20.676,diabetes
95000,3371.805,22.877,diabetes
100000,3351.961,25.132,diabetes
100,4192.44,11.595,diabetes
150,4032.557,5.026,diabetes
200,3940.676,0.782,diabetes
250,3880.952,-1.95,diabetes
300,3830.378,-3.695,diabetes
350,3806.409,-5.12,diabetes
400,3788.974,-6,diabetes
450,3777.277,-6.82,diabetes
500,3770.559,-7.449,diabetes
550,3759.975,-7.97,diabetes
600,3750.827,-8.381,diabetes
650,3738.547,-8.728,diabetes
700,3738.547,-8.938,diabetes
750,3729.102,-9.088,diabetes
800,3725.61,-9.302,diabetes
850,3718.635,-9.448,diabetes
900,3706.114,-9.547,diabetes
950,3708.892,-9.553,diabetes
1000,3703.684,-9.717,diabetes
1500,3678.439,-10.353,diabetes
2000,3660.904,-10.633,diabetes
2500,3649.602,-10.549,diabetes
3000,3638.677,-10.646,diabetes
3500,3644.818,-10.745,diabetes
4000,3640.723,-10.814,diabetes
4500,3636.632,-10.602,diabetes
5000,3632.545,-10.774,diabetes
5500,3627.444,-10.543,diabetes
6000,3635.61,-10.655,diabetes
6500,3628.124,-10.785,diabetes
7000,3629.824,-10.619,diabetes
7500,3627.784,-10.531,diabetes
8000,3625.745,-10.471,diabetes
8500,3626.085,-10.554,diabetes
9000,3624.726,-10.202,diabetes
9500,3626.424,-10.29,diabetes
10000,3624.386,-10.114,diabetes
15000,3615.229,-9.356,diabetes
20000,3599.007,-8.077,diabetes
25000,3590.587,-6.76,diabetes
30000,3588.233,-5,diabetes
35000,3573.806,-3.12,diabetes
40000,3550.777,-1.104,diabetes
45000,3548.449,0.863,diabetes
50000,3530.872,3.068,diabetes
55000,3518.982,5.31,diabetes
60000,3510.749,7.553,diabetes
65000,3497.289,9.772,diabetes
70000,3482.575,11.935,diabetes
75000,3444.608,14.212,diabetes
80000,3431.079,16.312,diabetes
85000,3417.604,18.495,diabetes
90000,3404.182,20.636,diabetes
95000,3385.416,22.893,diabetes
100000,3379.078,25.122,diabetes
100,4232.301,11.537,diabetes
150,4060.232,5.031,diabetes
200,3945.848,0.757,diabetes
250,3909.418,-1.881,diabetes
300,3858.834,-3.704,diabetes
350,3835.046,-5.134,diabetes
400,3810.333,-6.009,diabetes
450,3801.063,-6.854,diabetes
500,3789.684,-7.446,diabetes
550,3784.007,-7.915,diabetes
600,3776.923,-8.33,diabetes
650,3768.087,-8.658,diabetes
700,3759.975,-8.955,diabetes
750,3755.047,-9.104,diabetes
800,3755.047,-9.284,diabetes
850,3743.104,-9.475,diabetes
900,3731.549,-9.519,diabetes
950,3746.261,-9.567,diabetes
1000,3733.647,-9.753,diabetes
1500,3712.369,-10.304,diabetes
2000,3691.558,-10.592,diabetes
2500,3680.507,-10.544,diabetes
3000,3674.305,-10.601,diabetes
3500,3676.716,-10.671,diabetes
4000,3666.739,-10.773,diabetes
4500,3658.504,-10.532,diabetes
5000,3660.904,-10.748,diabetes
5500,3656.447,-10.543,diabetes
6000,3658.846,-10.534,diabetes
6500,3650.286,-10.656,diabetes
7000,3650.286,-10.603,diabetes
7500,3654.393,-10.685,diabetes
8000,3648.577,-10.456,diabetes
8500,3644.818,-10.527,diabetes
9000,3639.699,-10.299,diabetes
9500,3649.944,-10.388,diabetes
10000,3641.746,-10.186,diabetes
15000,3639.699,-9.41,diabetes
20000,3620.314,-8.083,diabetes
25000,3617.94,-6.832,diabetes
30000,3607.447,-5.02,diabetes
35000,3598.333,-3.069,diabetes
40000,3582.522,-1.083,diabetes
45000,3565.111,0.918,diabetes
50000,3550.777,3.118,diabetes
55000,3541.805,5.315,diabetes
60000,3524.922,7.516,diabetes
65000,3513.382,9.757,diabetes
70000,3496.962,11.948,diabetes
75000,3481.923,14.249,diabetes
80000,3458.513,16.36,diabetes
85000,3442.994,18.5,diabetes
90000,3425.298,20.671,diabetes
95000,3412.805,22.923,diabetes
100000,3386.368,25.167,diabetes
100,4223.982,12.121,diabetes
150,4068.61,5.067,diabetes
200,3964.377,0.917,diabetes
250,3927.407,-1.876,diabetes
300,3890.053,-3.662,diabetes
350,3835.765,-5.136,diabetes
400,3818.911,-6.012,diabetes
450,3802.844,-6.877,diabetes
500,3795.013,-7.423,diabetes
550,3786.489,-7.905,diabetes
600,3774.8,-8.324,diabetes
650,3776.215,-8.642,diabetes
700,3776.569,-8.955,diabetes
750,3766.675,-9.136,diabetes
800,3750.124,-9.284,diabetes
850,3752.233,-9.422,diabetes
900,3749.422,-9.59,diabetes
950,3745.91,-9.619,diabetes
1000,3738.898,-9.724,diabetes
1500,3724.563,-10.229,diabetes
2000,3713.761,-10.521,diabetes
2500,3702.296,-10.456,diabetes
3000,3698.136,-10.582,diabetes
3500,3685.683,-10.66,diabetes
4000,3680.507,-10.703,diabetes
4500,3677.405,-10.439,diabetes
5000,3674.994,-10.598,diabetes
5500,3684.647,-10.465,diabetes
6000,3670.52,-10.439,diabetes
6500,3679.473,-10.656,diabetes
7000,3665.709,-10.572,diabetes
7500,3669.489,-10.45,diabetes
8000,3660.904,-10.45,diabetes
8500,3656.447,-10.476,diabetes
9000,3659.189,-10.191,diabetes
9500,3659.532,-10.376,diabetes
10000,3662.619,-10.126,diabetes
15000,3646.526,-9.352,diabetes
20000,3640.723,-8.051,diabetes
25000,3633.226,-6.801,diabetes
30000,3622.689,-4.985,diabetes
