,Frekuensi,Z-M1,Fase,Kategori
1428,8000,3853.054,-8.453,diabetes
1429,60000,3488.738,8.592,diabetes
1430,900,3788.974,-7.165,diabetes
1431,8000,3729.756,-9.106,diabetes
1432,6000,4497.216,1.389,Sehat
1433,550,3988.967,-5.206,diabetes
1434,25000,3938.83,1.299,prediabet
1435,150,4631.487,11.905,prediabet
1436,8000,3648.577,-10.456,diabetes
1437,55000,3666.739,7.394,diabetes
1438,7000,3942.892,-2.419,prediabet
1439,20000,3164.277,-8.16,diabetes
1440,1000,3775.861,-7.428,diabetes
1441,300,4306.703,4.626,prediabet
1442,65000,3856.666,17.872,prediabet
1443,95000,3759.623,30.078,prediabet
1444,55000,3403.822,6.51,diabetes
1445,65000,4351.726,20.457,Sehat
1446,950,3745.91,-9.619,diabetes
1447,75000,3843.679,22.277,prediabet
1448,8500,3607.109,-7.78,diabetes
1449,9500,3575.102,-9.239,diabetes
1450,4000,3548.406,-9.643,diabetes
1451,45000,3548.449,0.863,diabetes
1452,100,4588.296,13.821,diabetes
1453,90000,3761.385,27.876,prediabet
1454,8000,3689.44,-9.315,diabetes
1455,45000,3929.615,9.118,prediabet
1456,30000,3931.457,3.115,prediabet
1457,5500,4130.835,-2.217,prediabet
1458,4500,3243.217,-10.921,diabetes
1459,550,4222.795,0.464,prediabet
1460,35000,4429.887,7.68,Sehat
1461,90000,3429.794,20.669,diabetes
1462,300,4266.941,4.548,prediabet
1463,2000,3519.27,-9.427,diabetes
1464,950,3919.32,-7.36,diabetes
1465,400,3538.82,-5.659,diabetes
1466,8000,3607.785,-8.085,diabetes
1467,900,4094.614,-2.014,prediabet
1468,60000,4369.294,18.253,Sehat
1469,6000,3204.254,-10.977,diabetes
1470,250,3909.418,-1.881,diabetes
1471,500,3691.514,-5.549,diabetes
1472,25000,3514.327,-5.607,diabetes
1473,850,3879.861,-7.048,diabetes
1474,5000,3821.417,-8.181,diabetes
1475,950,3573.093,-8.439,diabetes
1476,1000,4776.923,3.293,Sehat
1477,1000,3877.317,-7.469,diabetes
1478,700,3693.589,-7.587,diabetes
1479,4000,3854.137,-8.962,diabetes
1480,5500,3941.045,-3.843,prediabet
1481,300,4003.569,-1.083,diabetes
1482,65000,3231.085,9.757,diabetes
1483,55000,3854.86,12.365,prediabet
1484,20000,3526.531,-6.877,diabetes
1485,700,4133.932,-0.755,prediabet
1486,750,3813.502,-7.842,diabetes
1487,450,3868.199,-5.493,diabetes
1488,3000,3469.223,-7.858,diabetes
1489,1500,3490.742,-10.191,diabetes
1490,15000,3585.544,-9.398,diabetes
1491,1500,4054.91,-3.24,prediabet
1492,150,4177.099,6.704,diabetes
1493,200,3989.293,2.539,diabetes
1494,550,4226.754,0.377,prediabet
1495,650,4127.353,-1.55,prediabet
1496,800,3676.672,-7.974,diabetes
1497,6000,4250.183,-2.704,prediabet
1498,650,3434.296,-8.502,diabetes
1499,3000,3249.3,-10.776,diabetes
1500,450,3977.398,-4.445,diabetes
1501,90000,3495.609,21.635,diabetes
1502,700,4109.988,-1.821,prediabet
1503,900,3384.465,-9.479,diabetes
1504,600,3353.805,-7.064,diabetes
1505,1500,3582.144,-9.034,diabetes
1506,8000,4004.32,-3.447,prediabet
1507,900,3412.485,-9.493,diabetes
1508,9500,3693.244,-9.282,diabetes
1509,6500,3345.059,-10.643,diabetes
1510,350,3955.795,-3.841,diabetes
1511,9000,4499.745,1.601,Sehat
1512,85000,4315.59,29.55,Sehat
1513,6500,4506.918,1.615,Sehat
1514,750,3582.858,-9.025,diabetes
1515,8000,4502.275,1.494,Sehat
1516,4500,3156.283,-9.026,diabetes
1517,600,4898.847,5.57,Sehat
1518,20000,4046.94,0.13,prediabet
1519,8500,3683.912,-9.362,diabetes
1520,850,3797.147,-7.269,diabetes
1521,1500,3761.692,-9.042,diabetes
1522,15000,3174.671,-9.52,diabetes
1523,100,4883.724,18.582,prediabet
1524,6500,4012.958,-3.495,prediabet
1525,95000,3450.422,24.929,diabetes
1526,65000,4361.931,20.472,Sehat
1527,10000,3851.25,-3.633,prediabet
1528,850,4820.986,3.844,Sehat
1529,150,4213.26,6.447,diabetes
1530,55000,3819.269,11.761,prediabet
1531,6000,3658.846,-10.534,diabetes
1532,60000,4365.611,18.175,Sehat
1533,5000,3284.499,-10.852,diabetes
1534,8500,3939.199,-3.316,prediabet
1535,65000,3834.328,17.959,prediabet
1536,700,4870.928,4.595,Sehat
1537,350,5183.096,9.459,Sehat
1538,80000,3397.45,17.502,diabetes
1539,55000,3235.326,5.268,diabetes
1540,100,4364.384,11.62,diabetes
1541,7000,3652.339,-7.887,diabetes
1542,25000,4436.533,4.446,Sehat
1543,7500,3945.109,-3.557,prediabet
1544,75000,3181.519,14.182,diabetes
1545,2500,4050.354,-2.6,prediabet
1546,1500,3585.502,-9.153,diabetes
1547,3500,4032.557,-2.651,prediabet
1548,95000,4278.951,33.927,Sehat
1549,8500,3819.269,-7.677,diabetes
1550,7500,3118.657,-8.731,diabetes
1551,55000,4346.429,15.82,Sehat
1552,55000,3886.41,13.51,prediabet
1553,10000,3984.485,-2.604,prediabet
1554,20000,3669.788,-6.87,diabetes
1555,60000,3535.133,8.675,diabetes
1556,200,4172.846,3.677,diabetes
1557,500,4991.041,6.454,Sehat
1558,15000,4454.443,2.273,Sehat
1559,45000,3103.499,0.774,diabetes
1560,15000,3662.619,-9.114,diabetes
1561,65000,3049.312,9.574,diabetes
1562,3000,3408.65,-10.574,diabetes
1563,3500,4005.821,-3.834,prediabet
1564,150,4042.722,6.226,diabetes
1565,350,3929.247,-2.543,diabetes
1566,55000,3541.805,5.315,diabetes
1567,300,4230.716,3.475,prediabet
1568,9000,3809.263,-4.114,prediabet
1569,9500,3543.423,-9.09,diabetes
1570,70000,3840.44,19.159,prediabet
1571,6000,3842.959,-3.604,prediabet
1572,8000,3603.056,-10.406,diabetes
1573,150,4400.517,7.857,diabetes
1574,100,6412.645,24.47,Sehat
1575,15000,4113.841,-1.427,prediabet
1576,30000,3927.775,3.1,prediabet
1577,250,4346.429,4.928,prediabet
1578,950,4747.92,3.45,Sehat
1579,3000,4553.607,1.456,Sehat
1580,4000,3680.507,-10.703,diabetes
1581,65000,4324.494,20.264,Sehat
1582,6500,3830.378,-8.603,diabetes
1583,80000,4327.331,27.223,Sehat
1584,60000,3972.929,15.703,prediabet
1585,250,3874.775,-1.771,diabetes
1586,7000,4069.754,-2.344,prediabet
1587,75000,3423.011,15.03,diabetes
1588,6500,3690.822,-9.443,diabetes
1589,15000,3649.216,-8.256,diabetes
1590,25000,3998.321,0.064,prediabet
1591,65000,3522.898,10.857,diabetes
1592,6500,3939.199,-3.625,prediabet
1593,100,6406.64,25.421,Sehat
1594,25000,3962.52,1.268,prediabet
1595,3500,4167.376,-2.74,prediabet
1596,750,3407.054,-9.0,diabetes
1597,550,4397.22,0.456,prediabet
1598,1000,4196.763,-1.357,prediabet
1599,300,4133.158,3.734,prediabet
1600,4000,4121.557,-2.682,prediabet
1601,150,4661.526,13.707,prediabet
1602,1000,3929.247,-2.617,prediabet
1603,600,4912.175,5.444,Sehat
1604,200,5648.626,15.748,Sehat
1605,1500,3658.846,-10.312,diabetes
1606,3000,3720.726,-8.917,diabetes
1607,6500,3824.282,-7.974,diabetes
1608,80000,3515.974,17.322,diabetes
1609,9500,3539.109,-9.047,diabetes
1610,7500,4507.763,1.65,Sehat
1611,90000,3422.731,20.649,diabetes
1612,5000,3989.341,-3.743,prediabet
1613,8000,4130.448,-2.162,prediabet
1614,4500,3822.491,-8.041,diabetes
1615,40000,3924.464,5.856,prediabet
1616,70000,3414.404,13.996,diabetes
1617,1500,3310.761,-10.347,diabetes
1618,25000,3634.885,-5.629,diabetes
1619,500,3809.976,-7.38,diabetes
1620,800,4816.471,4.117,Sehat
1621,9000,3688.447,-7.985,diabetes
1622,50000,4398.044,13.841,Sehat
1623,200,5637.523,16.185,Sehat
1624,800,3695.365,-9.284,diabetes
1625,7500,4035.202,-2.184,prediabet
1626,250,5429.647,12.986,Sehat
1627,4500,3723.516,-8.015,diabetes
1628,6500,3666.739,-8.786,diabetes
1629,4000,3588.526,-9.87,diabetes
1630,850,3555.437,-9.313,diabetes
1631,75000,3805.339,21.291,prediabet
1632,30000,4087.715,3.074,prediabet
1633,350,4393.513,3.353,prediabet
1634,6500,4507.34,1.557,Sehat
1635,300,3637.61,-2.452,diabetes
1636,650,4141.298,-0.427,prediabet
1637,6500,3351.607,-9.372,diabetes
1638,9500,2984.828,-9.133,diabetes
1639,500,4403.404,0.913,prediabet
1640,85000,3350.35,19.571,diabetes
1641,100000,4001.694,32.94,prediabet
1642,50000,3862.452,11.171,prediabet
1643,10000,3186.889,-10.093,diabetes
1644,75000,3481.923,14.249,diabetes
1645,2000,3236.842,-8.894,diabetes
1646,950,4797.105,3.498,Sehat
1647,1000,4041.635,-2.886,prediabet
1648,800,4150.232,-1.215,prediabet
1649,5500,3869.334,-4.17,prediabet
1650,40000,4011.079,7.036,prediabet
1651,750,3559.77,-9.042,diabetes
1652,80000,4304.686,27.06,Sehat
1653,800,3430.074,-8.035,diabetes
1654,55000,3578.832,7.357,diabetes
1655,10000,3696.359,-9.19,diabetes
1656,900,3236.197,-8.36,diabetes
1657,65000,3745.559,16.159,prediabet
1658,3500,4528.929,1.245,Sehat
1659,6500,3607.447,-10.721,diabetes
1660,70000,3016.634,11.751,diabetes
1661,1000,3899.541,-7.495,diabetes
1662,4500,4536.149,1.46,Sehat
1663,100000,4230.716,35.94,Sehat
1664,1000,4732.376,3.271,Sehat
1665,400,5088.307,8.25,Sehat
1666,100,6414.448,25.04,Sehat
1667,50000,3478.62,4.165,diabetes
1668,90000,3377.179,22.726,diabetes
1669,20000,3844.76,-1.337,prediabet
1670,9000,4088.098,-2.244,prediabet
1671,45000,4360.705,11.483,Sehat
1672,550,3828.896,-6.536,diabetes
1673,500,3817.076,-5.327,diabetes
1674,80000,3408.29,17.236,diabetes
1675,15000,3937.355,-1.014,prediabet
1676,85000,3138.883,18.447,diabetes
1677,95000,2939.901,22.673,diabetes
1678,250,5435.246,13.129,Sehat
1679,2500,4034.068,-2.938,prediabet
1680,30000,3801.419,1.679,prediabet
1681,2000,4655.415,1.979,Sehat
1682,3500,4143.239,-2.565,prediabet
1683,650,3722.121,-8.432,diabetes
1684,7000,3608.079,-9.631,diabetes
1685,60000,3512.681,8.675,diabetes
1686,450,4223.587,1.327,prediabet
1687,750,3596.604,-7.778,diabetes
1688,6500,4055.29,-2.401,prediabet
1689,35000,3790.039,-0.995,diabetes
1690,2500,3844.4,-4.264,prediabet
1691,350,4207.393,2.041,prediabet
1692,8000,4160.744,-2.276,prediabet
1693,9000,3966.606,-2.102,prediabet
1694,850,3746.963,-7.272,diabetes
1695,2000,3692.942,-7.68,diabetes
1696,700,3305.762,-7.727,diabetes
1697,400,3894.429,-3.632,diabetes
1698,250,4175.975,0.89,diabetes
1699,40000,3775.154,0.997,diabetes
1700,9000,4482.493,1.556,Sehat
1701,5500,3609.814,-7.971,diabetes
1702,5000,4508.607,1.348,Sehat
1703,35000,3928.143,3.792,prediabet
1704,9000,3818.553,-7.666,diabetes
1705,30000,3933.667,1.837,prediabet
1706,100000,3709.935,32.035,prediabet
1707,9000,3354.434,-8.994,diabetes
1708,200,4259.352,3.606,diabetes
1709,100,6412.645,25.35,Sehat
1710,8000,3888.595,-3.781,prediabet
1711,650,4028.026,-1.548,prediabet
1712,600,3418.565,-8.117,diabetes
1713,500,3754.695,-7.211,diabetes
1714,450,4340.731,1.469,prediabet
1715,6000,4014.086,-2.439,prediabet
1716,65000,3913.816,17.857,prediabet
1717,75000,3582.858,16.204,diabetes
1718,650,4891.967,5.04,Sehat
1719,7000,4016.343,-2.578,prediabet
1720,5000,4248.591,-2.807,prediabet
1721,80000,3365.136,17.302,diabetes
1722,8000,4056.05,-2.176,prediabet
1723,1500,3775.816,-8.983,diabetes
1724,850,4795.308,3.867,Sehat
1725,250,4134.707,0.883,diabetes
1726,40000,4417.039,9.596,Sehat
1727,250,3901.321,-0.292,diabetes
1728,1500,3655.762,-7.414,diabetes
1729,2000,4033.313,-3.257,prediabet
1730,1000,3580.509,-7.455,diabetes
1731,950,3793.901,-8.388,diabetes
1732,100000,3151.516,26.236,diabetes
1733,90000,3120.995,20.591,diabetes
1734,5000,3699.131,-9.707,diabetes
1735,6000,4094.614,-2.495,prediabet
1736,20000,4029.913,0.081,prediabet
1737,8000,4189.692,-2.58,prediabet
1738,250,3880.952,-1.95,diabetes
1739,1000,3215.945,-8.517,diabetes
1740,1500,4050.354,-2.104,prediabet
1741,7500,3861.004,-8.456,diabetes
1742,6500,3998.696,-2.456,prediabet
1743,30000,3487.146,-2.821,diabetes
1744,150,5946.22,20.166,Sehat
1745,75000,4307.914,24.755,Sehat
1746,2000,3969.952,-3.801,prediabet
1747,8500,4163.864,-2.514,prediabet
1748,200,3913.816,3.622,diabetes
1749,800,4017.472,-2.821,prediabet
1750,70000,3913.449,18.515,prediabet
1751,75000,4305.493,24.719,Sehat
1752,2000,4041.635,-3.345,prediabet
1753,85000,3352.548,19.465,diabetes
1754,800,3274.32,-8.084,diabetes
1755,40000,4414.144,9.626,Sehat
1756,350,4158.795,1.835,prediabet
1757,250,3670.132,-0.657,diabetes
1758,8000,4503.541,1.55,Sehat
1759,450,3676.716,-4.125,diabetes
1760,850,3755.705,-8.188,diabetes
1761,500,3492.663,-5.48,diabetes
1762,600,3715.153,-8.264,diabetes
1763,100,4707.611,21.283,prediabet
1764,20000,3995.7,-1.59,prediabet
1765,650,3983.738,-1.442,prediabet
1766,7000,4477.876,1.422,Sehat
1767,1500,3712.369,-10.304,diabetes
1768,300,3788.573,-2.145,diabetes
1769,90000,3927.407,28.604,prediabet
1770,600,4172.455,-0.127,prediabet
1771,85000,4319.23,29.5,Sehat
1772,95000,3331.257,24.018,diabetes
1773,2000,3487.473,-8.66,diabetes
1774,4000,3589.871,-9.573,diabetes
1775,7000,3845.841,-8.594,diabetes
1776,3000,4017.849,-3.796,prediabet
1777,200,4469.911,8.273,prediabet
1778,5000,3405.139,-10.732,diabetes
1779,150,4352.542,7.867,diabetes
1780,600,3788.619,-5.258,diabetes
1781,5500,3399.997,-9.265,diabetes
1782,9500,3083.501,-8.661,diabetes
1783,30000,3317.242,-3.749,diabetes
1784,100,4350.858,12.27,diabetes
1785,8000,3675.338,-10.297,diabetes
1786,750,4857.712,4.296,Sehat
1787,350,4235.078,2.15,prediabet
1788,4500,3990.088,-3.654,prediabet
1789,850,3953.249,-7.138,diabetes
1790,550,3455.274,-7.671,diabetes
1791,15000,3769.852,-6.095,diabetes
1792,95000,3283.884,22.588,diabetes
1793,65000,3985.231,17.795,prediabet
1794,500,4970.043,6.713,Sehat
1795,5500,3627.104,-10.724,diabetes
1796,300,3806.765,-3.598,diabetes
1797,600,3644.477,-4.904,diabetes
1798,2500,3852.332,-8.998,diabetes
1799,75000,3414.724,16.199,diabetes
1800,500,3789.684,-7.446,diabetes
1801,20000,3775.508,-5.947,diabetes
1802,3000,3271.906,-10.782,diabetes
1803,15000,3913.449,-2.424,prediabet
1804,800,3766.322,-6.896,diabetes
1805,15000,3561.061,-8.21,diabetes
1806,300,3757.862,-1.042,diabetes
1807,900,4125.42,-1.319,prediabet
1808,50000,3766.322,9.635,prediabet
1809,20000,3807.122,-5.586,diabetes
1810,9500,4498.902,1.71,Sehat
1811,7500,3785.78,-8.266,diabetes
1812,1500,3329.425,-10.312,diabetes
1813,6500,3626.764,-10.666,diabetes
1814,750,4100.757,-0.936,prediabet
1815,85000,4275.745,29.273,Sehat
1816,1500,4008.449,-3.006,prediabet
1817,1500,4693.518,2.509,Sehat
1818,95000,3830.378,31.077,prediabet
1819,9000,4151.399,-2.31,prediabet
1820,95000,3115.444,22.855,diabetes
1821,90000,3908.685,28.826,prediabet
1822,850,3260.85,-8.215,diabetes
1823,90000,3416.922,21.619,diabetes
1824,75000,3532.483,15.118,diabetes
1825,5000,4020.861,-3.743,prediabet
1826,850,3536.831,-7.17,diabetes
1827,650,3939.938,-5.936,diabetes
1828,800,4838.18,4.072,Sehat
1829,450,3849.76,-5.286,diabetes
1830,50000,3872.598,9.712,prediabet
1831,85000,2916.855,20.527,diabetes
1832,5500,3410.567,-10.41,diabetes
1833,950,4085.035,-2.112,prediabet
1834,5000,4506.918,1.286,Sehat
1835,95000,3913.449,31.002,prediabet
1836,200,4090.013,3.707,diabetes
1837,100000,3483.838,25.94,diabetes
1838,350,4222.795,3.124,prediabet
1839,50000,3992.332,11.155,prediabet
1840,85000,3832.532,25.139,prediabet
1841,850,4789.92,3.864,Sehat
1842,1000,3655.033,-8.487,diabetes
1843,800,3382.563,-6.805,diabetes
1844,100000,3242.57,26.274,diabetes
1845,2000,3888.595,-8.282,diabetes
1846,90000,3338.444,21.604,diabetes
1847,30000,3916.383,1.703,prediabet
1848,60000,3754.695,13.983,prediabet
1849,750,4179.89,-0.842,prediabet
1850,100000,3185.955,26.222,diabetes
1851,100,5066.425,20.371,prediabet
1852,95000,3080.324,22.827,diabetes
1853,35000,3681.197,3.422,prediabet
1854,95000,3359.821,24.918,diabetes
1855,7500,3968.836,-2.331,prediabet
1856,65000,3318.485,10.885,diabetes
1857,65000,4325.305,20.31,Sehat
1858,600,3731.199,-8.13,diabetes
1859,50000,3902.83,11.168,prediabet
1860,950,4079.68,-2.401,prediabet
1861,4500,3827.508,-4.43,prediabet
1862,9500,3189.578,-10.482,diabetes
1863,100000,3599.007,27.094,diabetes
1864,700,4117.311,-1.853,prediabet
1865,400,3702.99,-6.0,diabetes
1866,30000,3841.519,1.684,prediabet
1867,600,3969.208,-1.615,prediabet
1868,800,4838.634,4.016,Sehat
1869,1000,4085.417,-1.553,prediabet
1870,7500,4004.695,-3.504,prediabet
1871,7500,3584.494,-9.527,diabetes
1872,25000,4098.452,1.293,prediabet
1873,65000,3546.744,10.71,diabetes
1874,100000,3349.763,27.059,diabetes
1875,800,4836.821,3.998,Sehat
1876,70000,3845.841,18.401,prediabet
1877,1500,3724.563,-10.229,diabetes
1878,950,3334.42,-7.324,diabetes
1879,9500,3608.461,-7.826,diabetes
1880,45000,3491.354,1.974,diabetes
1881,400,3588.905,-5.784,diabetes
1882,55000,3883.862,13.51,prediabet
1883,100000,3699.522,31.443,prediabet
1884,250,4464.052,6.749,prediabet
1885,1500,3720.681,-9.124,diabetes
1886,250,4360.705,6.324,prediabet
1887,20000,3167.837,-8.133,diabetes
1888,900,3534.181,-7.13,diabetes
1889,90000,4267.341,31.554,Sehat
1890,200,4324.899,8.544,prediabet
1891,2500,3820.701,-8.375,diabetes
1892,850,3627.06,-8.248,diabetes
1893,150,3977.723,6.298,diabetes
1894,4500,3581.808,-9.332,diabetes
1895,65000,3473.776,9.724,diabetes
1896,6000,3407.054,-10.56,diabetes
1897,8500,4191.655,-2.586,prediabet
1898,35000,3909.051,3.55,prediabet
1899,65000,3840.8,16.348,prediabet
1900,100000,2880.193,27.104,diabetes
1901,7000,3668.801,-8.474,diabetes
1902,400,5096.896,8.191,Sehat
1903,95000,2898.602,24.899,diabetes
1904,7500,3971.812,-2.25,prediabet
1905,7500,3840.08,-8.007,diabetes
1906,350,4280.154,3.159,prediabet
1907,1000,4000.195,-3.14,prediabet
1908,60000,3520.259,8.579,diabetes
1909,3500,4555.741,1.535,Sehat
1910,5500,3740.956,-9.21,diabetes
1911,95000,3301.738,23.887,diabetes
1912,35000,3186.292,-3.188,diabetes
1913,2500,4215.285,-2.629,prediabet
1914,85000,4305.493,29.447,Sehat
1915,5500,4521.721,1.464,Sehat
1916,80000,3786.135,23.492,prediabet
1917,70000,4337.479,22.712,Sehat
1918,80000,3722.818,22.715,prediabet
1919,800,4843.169,4.016,Sehat
1920,95000,4056.81,30.873,prediabet
1921,60000,3949.917,15.675,prediabet
1922,800,4108.448,-1.987,prediabet
1923,1500,4663.71,2.388,Sehat
1924,650,3590.251,-8.56,diabetes
1925,500,4190.869,0.654,prediabet
1926,350,3595.637,-4.822,diabetes
1927,95000,3441.382,24.924,diabetes
1928,450,4305.09,1.514,prediabet
1929,6000,3974.79,-2.239,prediabet
1930,50000,3530.872,3.068,diabetes
1931,8000,4507.34,1.703,Sehat
1932,7000,3603.393,-7.876,diabetes
1933,8000,3510.749,-8.861,diabetes
1934,700,3768.44,-6.501,diabetes
1935,150,5951.794,19.79,Sehat
1936,200,4039.314,2.455,diabetes
1937,6500,3820.343,-4.323,prediabet
1938,5000,3509.105,-8.547,diabetes
1939,65000,3905.025,17.824,prediabet
1940,200,4477.037,8.848,prediabet
1941,50000,3530.498,4.102,diabetes
1942,65000,3510.378,10.84,diabetes
1943,85000,3432.324,19.475,diabetes
1944,9000,3921.156,-3.592,prediabet
1945,150,4132.383,5.19,diabetes
1946,8500,2998.001,-9.203,diabetes
1947,750,4116.154,-1.345,prediabet
1948,85000,3511.736,20.452,diabetes
1949,3000,3509.062,-9.531,diabetes
1950,7500,3202.454,-10.787,diabetes
1951,8500,3837.203,-8.31,diabetes
1952,750,4833.197,4.369,Sehat
1953,300,3576.778,-2.374,diabetes
1954,1000,3680.507,-9.687,diabetes
1955,5000,3989.715,-2.674,prediabet
1956,45000,3503.192,0.783,diabetes
1957,500,3978.516,-4.767,diabetes
1958,3500,3608.756,-9.755,diabetes
1959,300,3858.834,-3.704,diabetes
1960,1500,3744.111,-9.147,diabetes
1961,5000,3545.747,-9.642,diabetes
1962,6000,3509.434,-8.299,diabetes
1963,350,3803.867,-3.934,diabetes
1964,35000,3581.473,-1.988,diabetes
1965,1000,3465.932,-8.524,diabetes
1966,550,3618.957,-7.821,diabetes
1967,75000,3775.508,20.518,prediabet
1968,65000,3352.235,10.872,diabetes
1969,900,4774.238,3.679,Sehat
1970,100,4916.78,20.15,prediabet
1971,95000,3954.361,30.838,prediabet
1972,75000,3161.906,14.148,diabetes
1973,6000,4019.731,-3.275,prediabet
1974,85000,3274.32,19.695,diabetes
1975,25000,3693.98,-4.582,diabetes
1976,95000,3840.8,31.055,prediabet
1977,200,4215.68,9.673,prediabet
1978,95000,3437.515,24.832,diabetes
1979,600,4018.602,-0.99,prediabet
1980,3000,4102.294,-2.631,prediabet
1981,5000,4525.96,1.491,Sehat
1982,70000,3496.962,11.948,diabetes
1983,100000,3740.299,31.597,prediabet
1984,900,4807.004,3.574,Sehat
1985,15000,3566.404,-8.32,diabetes
1986,200,3951.35,1.958,diabetes
1987,1000,4780.952,3.247,Sehat
1988,50000,4393.925,13.818,Sehat
1989,7500,4070.516,-2.338,prediabet
1990,6500,3193.465,-10.924,diabetes
1991,300,3836.437,-2.14,diabetes
1992,9500,3984.858,-2.288,prediabet
1993,1500,4697.917,2.458,Sehat
1994,6500,4517.487,1.544,Sehat
1995,2000,4141.298,-2.326,prediabet
1996,800,4109.988,-1.284,prediabet
1997,600,3812.43,-6.996,diabetes
1998,450,4066.323,0.231,prediabet
1999,40000,3757.158,5.457,prediabet
2000,500,3480.292,-7.175,diabetes
2001,20000,3703.639,-6.856,diabetes
2002,80000,3554.771,18.418,diabetes
2003,100000,4252.175,36.154,Sehat
2004,3000,4025.008,-2.501,prediabet
2005,350,3721.772,-4.951,diabetes
2006,45000,3411.526,3.062,diabetes
2007,70000,3618.957,18.073,prediabet
2008,5500,3683.612,-10.165,diabetes
2009,90000,4001.319,28.619,prediabet
2010,950,4100.757,-1.981,prediabet
2011,10000,3940.676,-3.48,prediabet
2012,7500,4508.607,1.415,Sehat
2013,9000,3593.953,-10.273,diabetes
2014,10000,3513.053,-9.37,diabetes
2015,8000,3550.069,-9.271,diabetes
2016,65000,4070.135,17.664,prediabet
2017,85000,3399.36,19.473,diabetes
2018,45000,3963.262,7.592,prediabet
2019,2500,3187.188,-8.87,diabetes
2020,150,4668.519,13.29,prediabet
2021,850,4245.407,-1.092,prediabet
2022,850,3935.142,-7.17,diabetes
2023,450,3812.833,-6.832,diabetes
2024,95000,3353.217,24.891,diabetes
2025,600,4053.011,-0.484,prediabet
2026,2000,4002.444,-2.836,prediabet
2027,2000,3625.701,-9.412,diabetes
2028,6000,4493.426,1.123,Sehat
2029,3500,3409.609,-10.686,diabetes
2030,35000,3588.905,-0.982,diabetes
2031,8000,4482.073,1.429,Sehat
2032,80000,3282.613,17.525,diabetes
2033,20000,3857.389,-1.279,prediabet
2034,20000,3642.77,-6.455,diabetes
2035,150,4335.448,7.846,diabetes
2036,60000,3772.325,13.993,prediabet
2037,90000,3269.109,21.871,diabetes
2038,650,3961.406,-1.539,prediabet
2039,3500,3590.544,-9.471,diabetes
2040,1500,3914.549,-3.65,prediabet
2041,2500,4630.619,1.844,Sehat
2042,4500,4020.485,-3.815,prediabet
2043,4000,3512.065,-8.238,diabetes
2044,65000,4026.894,17.674,prediabet
2045,25000,4047.319,1.293,prediabet
2046,65000,4354.173,20.457,Sehat
2047,2000,3743.104,-9.111,diabetes
2048,7500,4124.261,-2.286,prediabet
2049,45000,3572.424,2.105,diabetes
2050,5500,3820.343,-8.28,diabetes
2051,9000,3624.726,-10.202,diabetes
2052,85000,3707.85,20.562,diabetes
2053,60000,3843.319,14.596,prediabet
2054,60000,3899.541,14.205,prediabet
2055,7500,4488.377,1.225,Sehat
2056,30000,3912.716,1.724,prediabet
2057,15000,3722.818,-2.512,prediabet
2058,35000,4439.028,7.747,Sehat
2059,9500,3664.291,-9.166,diabetes
2060,9500,3966.606,-3.203,prediabet
2061,15000,4131.996,-1.356,prediabet
2062,1000,3703.684,-9.717,diabetes
2063,15000,4479.135,2.465,Sehat
2064,60000,3545.415,8.721,diabetes
2065,8000,4474.94,1.524,Sehat
2066,80000,3431.079,16.312,diabetes
2067,300,5279.157,10.948,Sehat
2068,9500,4193.619,-2.48,prediabet
2069,50000,3248.082,3.068,diabetes
2070,250,4141.298,0.895,diabetes
2071,1000,4242.226,-1.487,prediabet
2072,700,4045.802,-1.821,prediabet
2073,85000,3774.447,25.69,prediabet
2074,4500,3700.215,-8.934,diabetes
2075,7500,4023.499,-3.048,prediabet
2076,8000,4009.576,-2.206,prediabet
2077,15000,4481.233,2.552,Sehat
2078,700,3815.692,-6.023,diabetes
2079,300,3778.339,-3.549,diabetes
2080,20000,3309.52,-8.09,diabetes
2081,4500,4518.334,1.288,Sehat
2082,1000,4729.273,3.443,Sehat
2083,10000,3875.138,-3.907,prediabet
2084,55000,3676.716,7.42,diabetes
2085,60000,4343.172,18.092,Sehat
2086,1000,4767.533,3.283,Sehat
2087,8000,3982.619,-3.489,prediabet
2088,9000,4478.295,1.793,Sehat
2089,4000,3235.932,-10.843,diabetes
2090,150,4650.184,12.475,prediabet
2091,10000,4496.795,1.714,Sehat
2092,100,4335.042,11.74,diabetes
2093,35000,3635.906,-1.923,diabetes
2094,4000,3748.368,-5.359,prediabet
2095,1000,3562.396,-8.487,diabetes
2096,75000,4333.417,25.012,Sehat
2097,35000,3545.79,-3.12,diabetes
2098,3500,3167.54,-9.089,diabetes
2099,75000,4311.144,24.818,Sehat
2100,70000,3847.643,20.035,prediabet
2101,15000,3961.406,-2.519,prediabet
2102,2500,4027.648,-3.594,prediabet
2103,400,4288.986,2.205,prediabet
2104,75000,4325.71,24.948,Sehat
2105,2500,3698.438,-9.577,diabetes
2106,6000,4511.988,1.477,Sehat
2107,5500,3512.394,-8.3,diabetes
2108,200,4459.872,9.017,prediabet
2109,80000,3563.107,18.323,diabetes
2110,9500,3693.288,-7.649,diabetes
2111,80000,3942.892,24.402,prediabet
2112,25000,3803.2,0.062,prediabet
2113,30000,3528.514,-3.82,diabetes
2114,1500,3788.974,-4.362,prediabet
2115,60000,4367.247,18.224,Sehat
2116,300,5271.249,11.166,Sehat
2117,550,3972.557,-5.155,diabetes
2118,900,3480.576,-8.39,diabetes
