,Frekuensi,Z-M1,Fase,Kategori
2119,2500,3321.324,-10.677,diabetes
2120,15000,3388.59,-9.352,diabetes
2121,7000,3576.778,-9.403,diabetes
2122,850,3752.233,-9.422,diabetes
2123,250,4109.218,6.419,prediabet
2124,400,3584.494,-4.812,diabetes
2125,100000,3402.588,27.012,diabetes
2126,35000,3474.06,-1.92,diabetes
2127,85000,3376.19,19.667,diabetes
2128,25000,3476.339,-5.588,diabetes
2129,4500,3717.545,-9.488,diabetes
2130,350,3818.911,-4.801,diabetes
2131,90000,3865.71,27.413,prediabet
2132,300,4254.566,3.405,prediabet
2133,7000,3551.399,-9.419,diabetes
2134,150,4116.926,5.607,diabetes
2135,15000,3845.12,-2.517,prediabet
2136,2000,3343.492,-10.644,diabetes
2137,70000,3892.605,20.048,prediabet
2138,70000,4316.803,22.551,Sehat
2139,450,4262.146,1.483,prediabet
2140,25000,4017.472,1.318,prediabet
2141,8000,3939.569,-3.574,prediabet
2142,5500,4070.135,-2.201,prediabet
2143,6000,4165.034,-2.777,prediabet
2144,40000,3531.864,-1.235,diabetes
2145,10000,3854.86,-8.231,diabetes
2146,100,4447.3,12.934,diabetes
2147,850,3788.619,-7.356,diabetes
2148,1000,3412.443,-8.517,diabetes
2149,55000,3638.336,7.38,diabetes
2150,400,3538.777,-4.82,diabetes
2151,8000,3660.904,-10.45,diabetes
2152,60000,2958.414,9.6,diabetes
2153,50000,3080.324,2.973,diabetes
2154,95000,4274.544,33.918,Sehat
2155,2000,4085.035,-2.261,prediabet
2156,60000,4114.612,15.545,prediabet
2157,4500,4007.698,-3.673,prediabet
2158,20000,4465.307,3.31,Sehat
2159,750,3760.328,-6.445,diabetes
2160,6500,3386.051,-10.601,diabetes
2161,75000,3385.099,13.955,diabetes
2162,600,3591.596,-8.219,diabetes
2163,4500,3855.943,-8.663,diabetes
2164,900,4756.825,3.594,Sehat
2165,400,3887.82,-4.695,diabetes
2166,550,3371.448,-6.725,diabetes
2167,500,4078.151,-0.263,prediabet
2168,1500,3700.562,-7.562,diabetes
2169,6000,3725.216,-9.472,diabetes
2170,10000,3613.536,-10.261,diabetes
2171,60000,3675.338,9.603,diabetes
2172,70000,3851.25,20.096,prediabet
2173,300,4441.108,4.766,prediabet
2174,450,3749.773,-6.823,diabetes
2175,20000,3708.892,-0.976,prediabet
2176,15000,4153.733,-1.42,prediabet
2177,60000,4340.731,18.038,Sehat
2178,450,5036.136,7.448,Sehat
2179,350,4240.637,1.883,prediabet
2180,9500,3722.774,-8.987,diabetes
2181,6500,3997.198,-3.141,prediabet
2182,900,4086.566,-2.321,prediabet
2183,15000,3246.257,-9.456,diabetes
2184,2500,4033.69,-3.509,prediabet
2185,85000,3457.217,18.53,diabetes
2186,850,3921.891,-3.148,prediabet
2187,900,4807.004,3.581,Sehat
2188,6500,3032.75,-9.521,diabetes
2189,2000,4618.92,1.856,Sehat
2190,25000,3755.047,-4.521,diabetes
2191,40000,4080.444,6.899,prediabet
2192,450,4033.69,-4.242,diabetes
2193,1500,3925.2,-8.858,diabetes
2194,950,4237.857,-1.498,prediabet
2195,100000,3393.673,27.046,diabetes
2196,6500,3133.007,-8.893,diabetes
2197,7500,3548.406,-9.331,diabetes
2198,3500,3679.817,-8.574,diabetes
2199,65000,4358.255,20.485,Sehat
2200,300,3875.454,-2.03,diabetes
2201,40000,3985.231,6.973,prediabet
2202,80000,3000.285,16.122,diabetes
2203,500,3608.123,-4.57,diabetes
2204,650,3738.547,-8.728,diabetes
2205,900,4075.096,-2.24,prediabet
2206,80000,3682.232,22.62,prediabet
2207,400,3700.517,-4.548,diabetes
2208,90000,3498.272,22.614,diabetes
2209,65000,3626.424,11.806,diabetes
2210,3000,3845.12,-9.031,diabetes
2211,7000,3582.144,-9.478,diabetes
2212,80000,3956.584,24.202,prediabet
2213,2500,4270.14,-2.577,prediabet
2214,4000,4552.754,1.511,Sehat
2215,60000,3534.844,7.524,diabetes
2216,5500,3692.552,-9.336,diabetes
2217,750,3767.38,-6.618,diabetes
2218,100000,3727.006,32.128,prediabet
2219,450,3611.844,-6.652,diabetes
2220,100,4594.319,14.058,diabetes
2221,25000,4412.903,4.449,Sehat
2222,500,3965.12,-5.05,diabetes
2223,9500,3807.122,-4.324,prediabet
2224,950,3809.217,-8.402,diabetes
2225,6500,4015.215,-2.521,prediabet
2226,700,3442.953,-7.701,diabetes
2227,5000,3603.731,-10.82,diabetes
2228,7000,4099.604,-2.472,prediabet
2229,2000,4051.113,-3.508,prediabet
2230,75000,3448.159,16.205,diabetes
2231,500,3913.449,-0.367,prediabet
2232,7000,4511.565,1.572,Sehat
2233,300,3855.943,-3.345,diabetes
2234,250,5438.811,12.95,Sehat
2235,650,4875.494,5.201,Sehat
2236,550,3684.258,-6.509,diabetes
2237,700,4871.841,4.545,Sehat
2238,7000,3695.019,-8.615,diabetes
2239,100,4223.982,12.121,diabetes
2240,100000,3844.4,31.931,prediabet
2241,55000,4384.467,16.015,Sehat
2242,4500,4026.894,-2.54,prediabet
2243,400,3683.612,-5.85,diabetes
2244,9000,3493.644,-9.244,diabetes
2245,15000,3682.532,-8.135,diabetes
2246,60000,4341.545,18.097,Sehat
2247,40000,3578.788,0.096,diabetes
2248,1500,4292.202,-2.147,prediabet
2249,3500,3516.675,-7.872,diabetes
2250,30000,3982.992,1.715,prediabet
2251,200,5639.108,15.988,Sehat
2252,95000,3459.809,24.922,diabetes
2253,4000,3805.339,-8.504,diabetes
2254,4500,3946.218,-3.913,prediabet
2255,650,3984.111,-1.513,prediabet
2256,700,4875.494,4.599,Sehat
2257,9000,3884.226,-3.771,prediabet
2258,70000,3833.968,18.535,prediabet
2259,7500,4509.03,1.629,Sehat
2260,100000,2949.558,24.817,diabetes
2261,70000,3775.154,18.368,prediabet
2262,7500,4503.963,1.614,Sehat
2263,50000,3681.887,5.235,diabetes
2264,45000,3478.946,2.118,diabetes
2265,1000,4732.376,3.344,Sehat
2266,100000,3399.401,25.136,diabetes
2267,20000,3573.763,-6.96,diabetes
2268,6500,4004.32,-3.438,prediabet
2269,45000,4405.054,11.605,Sehat
2270,1500,4081.974,-1.991,prediabet
2271,3000,3836.124,-4.463,prediabet
2272,8000,4501.854,1.485,Sehat
2273,5000,3743.059,-9.509,diabetes
2274,550,3892.97,-0.813,prediabet
2275,90000,3370.184,21.806,diabetes
2276,30000,4059.852,3.086,prediabet
2277,700,3556.437,-8.771,diabetes
2278,950,3899.906,-7.327,diabetes
2279,55000,3393.673,7.402,diabetes
2280,250,4262.546,5.577,prediabet
2281,70000,4322.469,22.554,Sehat
2282,40000,3715.849,0.995,diabetes
2283,8500,3669.145,-8.4,diabetes
2284,65000,3051.599,9.61,diabetes
2285,25000,4420.766,4.512,Sehat
2286,350,4046.94,-2.424,diabetes
2287,85000,3944.739,26.365,prediabet
2288,950,4755.933,3.447,Sehat
2289,750,3401.313,-9.038,diabetes
2290,100,4446.937,14.133,diabetes
2291,35000,3651.953,-1.855,diabetes
2292,450,3961.777,-4.449,diabetes
2293,5000,3812.119,-8.197,diabetes
2294,800,3755.047,-9.284,diabetes
2295,8000,3342.552,-10.515,diabetes
2296,4500,4044.665,-2.361,prediabet
2297,65000,4096.149,17.71,prediabet
2298,5500,3239.269,-10.811,diabetes
2299,750,4141.686,-0.825,prediabet
2300,400,3526.243,-5.762,diabetes
2301,9000,3087.548,-9.012,diabetes
2302,4500,4011.83,-3.451,prediabet
2303,1500,3886.046,-8.711,diabetes
2304,60000,3876.228,15.753,prediabet
2305,25000,3804.269,-4.602,diabetes
2306,4000,3707.155,-7.669,diabetes
2307,5000,3725.959,-7.831,diabetes
2308,20000,3821.417,-1.252,prediabet
2309,250,3980.007,0.907,diabetes
2310,95000,3372.712,23.838,diabetes
2311,45000,4374.209,11.528,Sehat
2312,1000,3465.325,-9.648,diabetes
2313,300,4315.994,4.496,prediabet
2314,300,3946.54,-2.204,diabetes
2315,9500,4135.095,-2.266,prediabet
2316,550,3935.142,-5.43,diabetes
2317,9000,3716.5,-9.149,diabetes
2318,150,4160.744,5.224,diabetes
2319,650,3322.218,-7.427,diabetes
2320,9000,3662.276,-8.706,diabetes
2321,400,3773.34,-4.809,diabetes
2322,550,4954.7,5.895,Sehat
2323,800,4125.807,-1.284,prediabet
2324,250,3850.889,-1.734,diabetes
2325,9500,3822.849,-8.096,diabetes
2326,150,5941.765,20.048,Sehat
2327,6000,3494.627,-9.495,diabetes
2328,45000,4073.187,8.974,prediabet
2329,650,3432.044,-5.431,diabetes
2330,85000,3124.213,18.457,diabetes
2331,700,4871.385,4.573,Sehat
2332,150,4161.524,7.84,diabetes
2333,35000,3577.783,-1.988,diabetes
2334,200,5636.995,16.245,Sehat
2335,550,4338.698,0.442,prediabet
2336,9500,3967.349,-2.276,prediabet
2337,4500,3984.485,-2.339,prediabet
2338,6500,3628.124,-10.785,diabetes
2339,6000,3935.142,-3.768,prediabet
2340,40000,3492.99,0.0,diabetes
2341,200,4212.521,3.689,diabetes
2342,950,4318.825,-1.532,prediabet
2343,3000,3991.584,-3.261,prediabet
2344,80000,3528.887,18.39,diabetes
2345,80000,3802.131,24.483,prediabet
2346,4000,3702.643,-10.69,diabetes
2347,15000,3655.42,-7.167,diabetes
2348,1500,4688.244,2.358,Sehat
2349,2500,4618.92,1.832,Sehat
2350,90000,3481.596,22.753,diabetes
2351,850,3523.601,-9.267,diabetes
2352,800,3750.124,-9.284,diabetes
2353,80000,3824.999,24.425,prediabet
2354,1500,3946.218,-3.715,prediabet
2355,20000,3587.225,-8.238,diabetes
2356,500,3771.972,-5.419,diabetes
2357,85000,3766.322,25.572,prediabet
2358,8000,4489.638,1.329,Sehat
2359,300,3985.557,-2.398,diabetes
2360,8000,3987.472,-2.256,prediabet
2361,600,4138.971,-0.952,prediabet
2362,150,4236.666,7.821,diabetes
2363,50000,3679.817,5.213,diabetes
2364,400,4451.105,2.319,prediabet
2365,750,3981.499,-2.546,prediabet
2366,450,5007.904,7.483,Sehat
2367,2500,3955.472,-4.067,prediabet
2368,600,3924.097,-5.653,diabetes
2369,3000,3612.816,-9.582,diabetes
2370,7500,4506.918,1.569,Sehat
2371,4000,3420.167,-10.821,diabetes
2372,100000,3224.091,26.267,diabetes
2373,250,4305.09,5.425,prediabet
2374,5000,3851.971,-8.711,diabetes
2375,1000,4784.089,3.363,Sehat
2376,50000,3282.038,3.092,diabetes
2377,6000,3832.173,-8.82,diabetes
2378,60000,3521.621,9.604,diabetes
2379,4000,4059.852,-2.673,prediabet
2380,150,5940.095,20.016,Sehat
2381,20000,3950.657,0.123,prediabet
2382,9500,3370.857,-10.277,diabetes
2383,80000,3902.465,24.402,prediabet
2384,9000,3942.153,-3.67,prediabet
2385,25000,3845.481,0.06,prediabet
2386,3500,3689.44,-9.652,diabetes
2387,250,5434.736,13.019,Sehat
2388,250,3913.816,-1.399,diabetes
2389,75000,3929.983,22.236,prediabet
2390,65000,4032.179,17.742,prediabet
2391,300,4061.754,-1.062,diabetes
2392,150,4640.174,13.324,prediabet
2393,45000,3541.099,1.99,diabetes
2394,1000,3359.507,-9.557,diabetes
2395,100,4436.533,13.833,diabetes
2396,25000,3963.262,0.065,prediabet
2397,7500,3669.489,-10.45,diabetes
2398,55000,3521.909,6.36,diabetes
2399,650,3833.563,-7.397,diabetes
2400,6000,3535.133,-9.377,diabetes
2401,400,4191.655,1.185,prediabet
2402,450,3525.252,-6.654,diabetes
2403,75000,3830.737,20.58,prediabet
2404,45000,3593.953,3.047,diabetes
2405,600,3880.225,-1.006,prediabet
2406,50000,2985.703,5.214,diabetes
2407,95000,3091.6,22.818,diabetes
2408,45000,3353.491,2.14,diabetes
2409,6000,4522.145,1.428,Sehat
2410,40000,3126.849,-1.201,diabetes
2411,25000,3630.504,-4.618,diabetes
2412,150,4176.366,7.836,diabetes
2413,750,3966.234,-6.526,diabetes
2414,8000,4038.228,-2.106,prediabet
2415,20000,3826.074,-5.9,diabetes
2416,750,3646.823,-7.73,diabetes
2417,1000,4158.406,-1.487,prediabet
2418,800,4203.059,-1.228,prediabet
2419,4500,3658.504,-10.532,diabetes
2420,8000,4000.945,-3.096,prediabet
2421,25000,4066.704,1.271,prediabet
2422,75000,4005.821,22.116,prediabet
2423,30000,3584.201,-2.892,diabetes
2424,850,3687.756,-9.342,diabetes
2425,400,4219.236,1.069,prediabet
2426,6000,4102.294,-2.423,prediabet
2427,40000,3955.472,6.977,prediabet
2428,60000,3441.059,7.338,diabetes
2429,95000,4287.379,34.01,Sehat
2430,2000,3845.12,-7.998,diabetes
2431,65000,3713.065,16.134,prediabet
2432,80000,3723.865,18.411,diabetes
2433,850,3577.783,-8.142,diabetes
2434,750,4858.167,4.264,Sehat
2435,65000,3663.992,11.785,diabetes
2436,60000,4363.975,18.203,Sehat
2437,9500,3785.425,-7.55,diabetes
2438,600,3774.8,-8.324,diabetes
2439,30000,3559.394,-3.873,diabetes
2440,55000,3762.09,11.806,prediabet
2441,9500,3342.552,-10.371,diabetes
2442,8500,4043.529,-2.284,prediabet
2443,150,4510.72,11.563,prediabet
2444,1500,3498.6,-8.664,diabetes
2445,60000,3842.959,15.76,prediabet
2446,9000,3654.393,-7.71,diabetes
2447,7500,3516.675,-9.253,diabetes
2448,6500,4050.354,-2.385,prediabet
2449,90000,4260.15,31.535,Sehat
2450,10000,4495.952,1.697,Sehat
2451,15000,3493.644,-8.169,diabetes
2452,80000,4292.202,27.002,Sehat
2453,800,3668.757,-8.003,diabetes
2454,200,4670.707,9.285,prediabet
2455,150,5960.164,19.847,Sehat
2456,90000,3448.806,22.593,diabetes
2457,800,3829.256,-8.035,diabetes
2458,65000,3497.289,9.772,diabetes
2459,60000,3273.4,8.76,diabetes
2460,850,3403.225,-9.336,diabetes
2461,500,3407.651,-5.469,diabetes
2462,750,3625.745,-6.623,diabetes
2463,40000,3134.475,-1.25,diabetes
2464,950,4071.661,-2.385,prediabet
2465,1500,3469.548,-10.242,diabetes
2466,30000,4451.522,5.977,Sehat
2467,45000,3440.695,1.983,diabetes
2468,450,3907.953,-4.596,diabetes
2469,8500,3819.269,-8.358,diabetes
2470,350,5186.011,9.38,Sehat
2471,6000,3663.649,-8.729,diabetes
2472,450,3977.025,-4.484,diabetes
2473,850,4811.509,3.887,Sehat
2474,9500,3678.094,-10.161,diabetes
2475,3500,3728.358,-9.486,diabetes
2476,40000,3257.53,-1.104,diabetes
2477,25000,4454.443,4.536,Sehat
2478,25000,4461.543,4.464,Sehat
2479,6500,3971.812,-2.585,prediabet
2480,8500,3806.409,-4.339,prediabet
2481,50000,3252.346,3.055,diabetes
2482,1500,4158.795,-2.087,prediabet
2483,6000,3382.563,-10.672,diabetes
2484,350,4352.542,3.407,prediabet
2485,5500,3220.507,-10.811,diabetes
2486,250,5430.156,13.341,Sehat
2487,1500,3867.884,-7.139,diabetes
2488,7500,3696.705,-9.587,diabetes
2489,25000,3735.046,-4.549,diabetes
2490,500,3737.497,-7.369,diabetes
2491,75000,3424.294,15.233,diabetes
2492,95000,3517.334,24.859,diabetes
2493,5000,4536.574,1.602,Sehat
2494,900,3374.333,-9.405,diabetes
2495,80000,3141.531,16.302,diabetes
2496,1000,4116.54,-1.5,prediabet
2497,200,3822.445,2.078,diabetes
2498,1500,3902.83,-3.631,prediabet
2499,150,4388.988,7.862,diabetes
2500,15000,2972.548,-8.198,diabetes
2501,600,4920.006,5.37,Sehat
2502,5500,4013.334,-2.359,prediabet
2503,30000,4419.523,5.892,Sehat
2504,25000,3324.749,-6.807,diabetes
2505,8500,4501.432,1.756,Sehat
2506,4000,4205.423,-2.954,prediabet
2507,3500,3827.508,-8.584,diabetes
2508,2000,4012.206,-3.639,prediabet
2509,4500,4095.382,-2.658,prediabet
2510,3500,4539.55,1.413,Sehat
2511,850,4101.141,-2.067,prediabet
2512,45000,4401.341,11.563,Sehat
2513,400,3840.44,-3.425,diabetes
2514,5500,3728.753,-8.075,diabetes
2515,3500,3676.716,-10.671,diabetes
2516,550,3853.729,-6.621,diabetes
2517,850,3907.221,-7.215,diabetes
2518,90000,3467.598,22.751,diabetes
2519,25000,3660.904,-4.462,diabetes
2520,9500,4023.122,-2.087,prediabet
2521,20000,3938.83,-1.489,prediabet
2522,750,3678.739,-7.831,diabetes
2523,400,4196.763,2.1,prediabet
2524,250,3742.357,-0.676,diabetes
2525,300,3952.879,-1.04,diabetes
2526,30000,3974.79,3.08,prediabet
2527,3500,4024.63,-3.686,prediabet
2528,25000,3955.843,0.066,prediabet
2529,65000,3435.863,10.674,diabetes
2530,80000,3917.851,24.423,prediabet
2531,450,4153.733,0.215,prediabet
2532,1000,4091.163,-2.169,prediabet
2533,10000,4011.079,-2.757,prediabet
2534,3000,3833.609,-8.184,diabetes
2535,900,3624.343,-8.205,diabetes
2536,9000,3614.509,-9.329,diabetes
2537,75000,3227.718,15.345,diabetes
2538,80000,2990.182,16.099,diabetes
2539,800,4078.533,-1.653,prediabet
2540,1500,3642.429,-10.342,diabetes
2541,90000,4258.953,31.504,Sehat
2542,8000,3829.302,-8.591,diabetes
2543,95000,3410.887,24.841,diabetes
2544,300,4117.311,-1.045,diabetes
2545,450,3866.797,-4.445,diabetes
2546,850,4341.545,-1.133,prediabet
2547,7000,3824.282,-7.795,diabetes
2548,7000,3488.084,-9.434,diabetes
2549,10000,4496.795,1.714,Sehat
2550,850,3764.91,-9.432,diabetes
2551,10000,4159.964,-2.138,prediabet
2552,300,3726.657,-3.493,diabetes
2553,1000,4102.678,-1.517,prediabet
2554,450,5037.551,7.246,Sehat
2555,800,4231.112,-1.083,prediabet
2556,2000,3660.904,-10.633,diabetes
2557,900,4772.896,3.621,Sehat
2558,650,4135.095,-1.552,prediabet
2559,20000,3578.832,-8.077,diabetes
2560,550,3982.619,-0.987,prediabet
2561,7000,3665.709,-10.572,diabetes
2562,20000,3640.723,-8.051,diabetes
2563,850,3382.246,-9.237,diabetes
2564,95000,3734.347,29.156,prediabet
2565,300,3682.577,-3.434,diabetes
2566,15000,3804.269,-8.318,diabetes
2567,5500,3677.016,-9.566,diabetes
2568,6000,3397.132,-9.239,diabetes
2569,7000,3855.582,-4.113,prediabet
2570,1000,3768.041,-8.529,diabetes
2571,1000,4078.533,-2.254,prediabet
2572,10000,3819.985,-7.924,diabetes
2573,65000,3567.45,11.786,diabetes
2574,4000,4547.638,1.527,Sehat
2575,6500,3851.25,-8.684,diabetes
2576,1500,4669.831,2.376,Sehat
2577,10000,3712.324,-8.986,diabetes
2578,6500,4517.91,1.628,Sehat
2579,3500,4554.887,1.449,Sehat
2580,200,4627.15,9.439,prediabet
2581,15000,4454.443,2.332,Sehat
2582,150,4754.597,13.516,prediabet
2583,8500,3942.153,-2.311,prediabet
2584,9000,4012.958,-3.075,prediabet
2585,3500,4113.841,-2.565,prediabet
2586,75000,3564.109,16.238,diabetes
2587,7000,3201.554,-10.488,diabetes
2588,500,4995.72,6.531,Sehat
2589,700,3421.769,-8.787,diabetes
2590,850,4045.423,-2.567,prediabet
2591,5500,3390.177,-10.472,diabetes
2592,65000,3862.452,16.236,prediabet
2593,9000,3880.588,-3.894,prediabet
2594,250,3866.072,0.875,diabetes
2595,65000,3780.463,16.239,prediabet
2596,8500,4505.229,1.643,Sehat
2597,7000,3837.562,-8.713,diabetes
2598,4500,4544.231,1.661,Sehat
2599,1000,3367.069,-9.729,diabetes
2600,8000,3200.654,-10.671,diabetes
2601,3500,4014.462,-2.571,prediabet
2602,8000,3732.248,-5.162,prediabet
2603,800,4241.829,-1.235,prediabet
2604,70000,3036.199,11.711,diabetes
2605,7000,3917.851,-3.544,prediabet
2606,8000,3717.545,-9.176,diabetes
2607,9500,4002.444,-2.511,prediabet
2608,350,5191.358,9.366,Sehat
2609,95000,3404.779,23.811,diabetes
2610,40000,4373.799,9.45,Sehat
2611,650,3471.499,-8.545,diabetes
2612,800,4113.07,-1.776,prediabet
2613,5500,3818.553,-4.407,prediabet
2614,900,4093.847,-1.319,prediabet
2615,5000,3662.962,-7.919,diabetes
2616,250,3711.326,-1.535,diabetes
2617,500,4998.529,6.477,Sehat
2618,950,3708.892,-9.553,diabetes
2619,350,3931.41,-3.751,diabetes
2620,8000,3974.418,-2.25,prediabet
2621,1000,3774.755,-8.448,diabetes
2622,6500,3663.649,-8.119,diabetes
2623,2500,3649.602,-10.549,diabetes
2624,10000,3780.463,-7.784,diabetes
2625,800,3390.177,-9.083,diabetes
2626,40000,4148.677,6.85,prediabet
2627,4500,4535.299,1.492,Sehat
2628,7500,4477.456,1.373,Sehat
2629,1000,3621.627,-8.357,diabetes
2630,8500,3190.474,-10.614,diabetes
2631,2500,3722.818,-8.465,diabetes
2632,50000,4129.287,11.018,prediabet
2633,7000,4492.584,1.269,Sehat
2634,10000,3800.351,-7.546,diabetes
2635,1500,3162.46,-9.142,diabetes
2636,5500,3835.765,-8.803,diabetes
2637,1000,4135.095,-1.437,prediabet
2638,90000,3097.689,20.626,diabetes
2639,4500,3744.156,-5.336,prediabet
2640,6500,4088.481,-2.466,prediabet
2641,9500,3732.947,-7.136,diabetes
2642,650,3608.123,-8.566,diabetes
2643,2000,3606.728,-9.371,diabetes
2644,55000,3964.748,13.461,prediabet
2645,350,5187.955,9.568,Sehat
2646,250,3698.438,-0.713,diabetes
2647,25000,3495.324,-4.396,diabetes
2648,20000,3055.891,-5.833,diabetes
2649,7000,3791.459,-8.142,diabetes
2650,85000,3822.491,25.008,prediabet
2651,950,3935.142,-7.325,diabetes
2652,8500,3551.732,-9.354,diabetes
2653,1000,4074.714,-2.239,prediabet
2654,45000,3527.565,0.865,diabetes
2655,95000,2805.846,24.077,diabetes
2656,300,5279.157,11.097,Sehat
2657,600,3707.805,-7.004,diabetes
2658,3000,3958.067,-3.824,prediabet
2659,80000,3893.334,22.993,prediabet
2660,200,3908.319,0.943,diabetes
2661,1500,4656.288,2.466,Sehat
2662,75000,4336.666,24.977,Sehat
2663,50000,3550.069,4.229,diabetes
2664,500,3876.544,-5.451,diabetes
2665,400,3818.911,-6.012,diabetes
2666,450,3996.074,-4.138,diabetes
2667,550,4174.019,0.285,prediabet
2668,90000,3718.983,27.138,prediabet
2669,6500,4495.531,1.179,Sehat
2670,350,3835.046,-5.134,diabetes
2671,100,6395.844,25.571,Sehat
2672,20000,3339.735,-8.07,diabetes
2673,2000,3401.632,-10.526,diabetes
2674,750,3544.793,-9.007,diabetes
2675,650,4128.127,-1.653,prediabet
2676,65000,3428.187,11.805,diabetes
2677,25000,4425.324,4.493,Sehat
2678,300,4362.34,4.855,prediabet
2679,40000,3654.349,0.013,diabetes
2680,350,5190.872,9.44,Sehat
2681,950,4089.63,-2.694,prediabet
2682,4000,4008.073,-2.714,prediabet
2683,35000,4094.231,4.912,prediabet
2684,2500,4586.577,1.623,Sehat
2685,4000,4008.449,-3.785,prediabet
2686,50000,3561.438,3.141,diabetes
2687,25000,3982.245,1.264,prediabet
2688,450,3798.215,-4.739,diabetes
2689,850,4170.11,-1.156,prediabet
2690,20000,3337.817,-6.851,diabetes
2691,400,4129.287,0.921,prediabet
2692,900,3693.288,-7.186,diabetes
2693,400,3971.812,-3.474,diabetes
2694,90000,3356.634,21.791,diabetes
2695,9000,3729.102,-4.842,prediabet
2696,5000,4508.185,1.293,Sehat
2697,2000,4653.671,1.908,Sehat
2698,5500,4522.993,1.535,Sehat
2699,95000,3164.832,24.11,diabetes
2700,40000,3410.248,1.001,diabetes
2701,950,3677.405,-9.625,diabetes
2702,500,3661.247,-4.633,diabetes
2703,150,4140.861,6.738,diabetes
2704,950,3603.393,-7.256,diabetes
2705,700,4015.215,-1.827,prediabet
2706,7000,3700.562,-8.142,diabetes
2707,40000,3885.318,5.765,prediabet
2708,55000,4355.805,15.88,Sehat
2709,850,3696.057,-7.099,diabetes
2710,9500,3576.107,-9.188,diabetes
2711,3500,4582.282,1.795,Sehat
2712,950,3416.603,-8.501,diabetes
2713,650,3823.207,-5.034,diabetes
2714,450,4350.503,1.495,prediabet
2715,3000,3997.947,-3.719,prediabet
2716,45000,3767.38,3.076,diabetes
2717,900,3744.156,-7.143,diabetes
2718,8500,3605.039,-9.486,diabetes
2719,350,4361.114,3.268,prediabet
2720,850,4197.157,-1.179,prediabet
2721,3000,3873.686,-3.831,prediabet
2722,8500,4010.327,-2.303,prediabet
2723,7000,4509.875,1.422,Sehat
2724,350,3856.305,-2.635,diabetes
2725,40000,3891.876,5.526,prediabet
2726,850,3675.638,-8.275,diabetes
2727,70000,4356.213,22.768,Sehat
2728,800,4352.542,-1.183,prediabet
2729,60000,3834.328,14.117,prediabet
2730,350,4086.566,-2.477,diabetes
2731,850,4080.062,-1.974,prediabet
2732,100,4902.061,19.27,prediabet
2733,200,4478.715,8.858,prediabet
2734,3000,3256.31,-10.763,diabetes
2735,25000,3045.886,-4.439,diabetes
2736,200,3824.999,1.185,diabetes
2737,400,4201.091,2.08,prediabet
2738,8000,3572.089,-9.256,diabetes
2739,3500,3707.805,-9.587,diabetes
2740,550,4099.604,-0.871,prediabet
2741,100,4806.103,19.336,prediabet
2742,2500,3419.846,-10.456,diabetes
2743,7500,3650.97,-7.8,diabetes
2744,3500,3754.297,-9.19,diabetes
2745,55000,3801.775,11.858,prediabet
2746,7000,3839.72,-4.208,prediabet
2747,3500,3404.141,-9.46,diabetes
2748,150,4371.751,7.816,diabetes
2749,700,4129.674,-1.046,prediabet
2750,1000,3746.261,-9.717,diabetes
2751,550,4065.562,-0.469,prediabet
2752,3000,3866.072,-8.741,diabetes
2753,95000,4245.407,33.688,Sehat
2754,4500,3671.896,-9.026,diabetes
2755,100000,3262.111,24.835,diabetes
2756,2000,4596.472,1.929,Sehat
2757,10000,3605.757,-7.442,diabetes
2758,70000,3174.373,11.907,diabetes
2759,55000,4377.899,16.008,Sehat
2760,7000,3211.167,-10.793,diabetes
2761,65000,3417.925,9.562,diabetes
2762,2000,3907.953,-9.15,diabetes
2763,350,4427.398,3.378,prediabet
2764,8000,3006.157,-9.206,diabetes
2765,5000,3848.003,-4.257,prediabet
2766,7000,4493.426,1.307,Sehat
2767,1500,4104.601,-1.983,prediabet
2768,60000,4326.115,18.079,Sehat
2769,2000,4031.801,-3.458,prediabet
2770,250,5437.283,13.024,Sehat
2771,20000,4470.749,3.323,Sehat
2772,950,4185.376,-1.432,prediabet
2773,9000,3668.414,-9.347,diabetes
2774,85000,4309.125,29.503,Sehat
2775,40000,4044.286,6.996,prediabet
2776,100,4192.44,11.595,diabetes
2777,100,6419.859,25.342,Sehat
2778,3500,4156.069,-2.752,prediabet
2779,5000,3051.276,-9.62,diabetes
2780,2000,3623.324,-9.392,diabetes
2781,30000,3764.205,-2.856,diabetes
2782,350,5193.791,9.424,Sehat
2783,350,5182.611,9.658,Sehat
2784,800,3955.843,-6.866,diabetes
2785,100,4690.441,13.9,diabetes
2786,900,3626.04,-8.347,diabetes
2787,4000,3301.468,-11.0,diabetes
2788,7500,3996.449,-3.138,prediabet
2789,40000,3734.696,0.991,diabetes
2790,300,3836.797,-2.197,diabetes
2791,15000,4081.209,-1.348,prediabet
2792,8000,3840.44,-8.735,diabetes
2793,85000,2984.305,18.26,diabetes
2794,800,3403.544,-9.174,diabetes
2795,5000,4075.096,-2.632,prediabet
2796,15000,3639.699,-9.41,diabetes
2797,500,4148.288,0.651,prediabet
2798,80000,3989.341,24.245,prediabet
2799,850,3788.619,-7.025,diabetes
2800,250,4340.731,6.25,prediabet
2801,850,4283.363,-1.136,prediabet
2802,400,4054.15,1.162,prediabet
2803,700,3783.607,-7.599,diabetes
2804,1500,4690.441,2.413,Sehat
2805,750,3823.161,-7.807,diabetes
2806,15000,3665.664,-8.248,diabetes
2807,9500,3590.587,-10.333,diabetes
2808,80000,3785.071,23.468,prediabet
